headline,article,date
DCGI to decide on emergency use applications for foreign vaccines in 3 days,The Drug Controller General of India (DCGI) will decide on the restricted emergency use of foreign-produced COVID-19 vaccines within three working days from the date of submission. The DCGI will issue permission on the condition that the vaccine is used as per National COVID-19 Vaccination Programme's guidelines. India has reported over two lakh new cases in the last 24 hours.,"15 Apr 2021,Thursday"
Kerala Agriculture Min tests COVID-19 +ve for 2nd time in 7 months,"Kerala Agriculture Minister V S Sunil Kumar has tested positive for COVID-19 for the second time in seven months. The minister, in a Facebook post, said that he was admitted to the Government Medical College Hospital in Thrissur on Wednesday evening after contracting the virus again. Kumar was scheduled to take the coronavirus vaccine on April 15. ","15 Apr 2021,Thursday"
"DMK chief Stalin backs vaccine for all, blames BJP for COVID wave","Amid rising COVID-19 cases, DMK chief MK Stalin on Wednesday demanded a COVID-19 vaccination drive for all in the country. He blamed the state as well as Union governments for the spread of COVID-19. ""The BJP government's lackadaisical attitude and careless administration are the reason for the second wave having such a severe impact in the country, including Tamil Nadu.""","15 Apr 2021,Thursday"
"No hospital beds, no ventilators, no vaccines, 'Utsav' a sham: Rahul","Congress leader Rahul Gandhi on Thursday criticised the Centre over handling of the COVID-19 situation, alleging that it is only indulged in the sham of an ""Utsav"". ""There are no tests, no beds in hospitals. There are no ventilators, no oxygen. There are no vaccines as well. There is just a sham of a festival. PM-CARES?"" Rahul tweeted in Hindi.","15 Apr 2021,Thursday"
Over 1.28 cr COVID-19 vaccinations done during Tika Utsav in India,"A total of 1,28,98,314 COVID-19 vaccine doses were administered to people of the eligible groups across India during the 'Tika Utsav', said Union Health Ministry on Thursday. A four-day Tika Utsav was observed from April 11 to April 14, 2021 to give a boost to vaccination drive across the country covering the public and private sectors. ","15 Apr 2021,Thursday"
Bihar CM appeals to those eligible to take vaccine against COVID-19,"Bihar CM Nitish Kumar said the state government is monitoring the COVID-19 situation and appealed to everyone to get tested and those eligible to get vaccinated. ""On April 17, an all-party meeting will be held under the leadership of the Governor,"" he added. Kumar and Deputy CMs Tarkishore Prasad and Renu Devi took their doses of COVID-19 vaccine on Thursday.","15 Apr 2021,Thursday"
"Man given first dose of Covaxin, second of Covishield in Uttar Pradesh","A man in Uttar Pradesh's Maharajganj district was allegedly administered shots of two different COVID-19 vaccines. Umesh, who works as a driver for Maharajganj Chief Development Officer (CDO), was first administered with a Covaxin shot and during his second visit to the hospital, he was vaccinated with Covishield. However, medical officer Atul Srivastava said there will be no side effects.","15 Apr 2021,Thursday"
Brazil probes reports of vaccines being exchanged for illegal gold,"Federal prosecutors in Brazil's Roraima state said they are investigating reports that COVID-19 vaccines are being exchanged for illegally mined gold in the Yanomami indigenous reserve, Reuters reported. Tribal leaders in the region had complained about the deals and the diversion of vaccines intended for indigenous people. This comes as Brazil witnesses one of the worst waves of the pandemic.","15 Apr 2021,Thursday"
Combined power of all needed to fight COVID-19: PM to Governors,"Amid the surge in COVID-19 cases in India, PM Narendra Modi interacted with the Governors of the states on Wednesday over a virtual meet. ""Combined power of all community organisations, political parties, NGOs and social institutions needs to be harnessed in this fight [against COVID-19],"" he said. ""Government is committed to ensuring availability of vaccines,"" PM further said.","15 Apr 2021,Thursday"
Denmark becomes 1st in EU to drop AstraZeneca vaccine over blood clot fears,"Denmark has become the first nation in European Union to drop the AstraZeneca vaccine from its COVID-19 inoculation program. Danish Health Authority said ""there's a link between rare, but serious"" side effects and the AstraZeneca vaccine, including blood clots risk and haemorrhaging. People who have already received the vaccine's first shot will be offered their second dose from another producer.","14 Apr 2021,Wednesday"
"K'taka has no lack of COVID-19 vaccines, medicines: State minister","Karnataka Health Minister K Sudhakar said the state has no lack of either COVID-19 vaccines or medicines to treat the disease. ""Luckily, all the three companies manufacturing Remdesivir are in Karnataka and they have assured me the supplies,"" Sudhakar added. He said the state government will procure the medicine not only for its own stock but also for private hospitals.","14 Apr 2021,Wednesday"
Russian President Putin gets second COVID-19 vaccine shot,"Russian President Vladimir Putin on Wednesday said he got his second COVID-19 vaccine shot, three weeks after getting the first dose. He announced this at a session of the Russian Geographical Society, wherein he took part via video link. ""[I've]...gotten the second jab...I hope everything will be fine...I don't even hope as much as I'm sure of it,"" Putin said.","14 Apr 2021,Wednesday"
"GoI provides COVID-19 vaccines to every state, no shortage: Vardhan","As several states are claiming a shortage of COVID-19 vaccines, Union Health Minister Harsh Vardhan on Wednesday said there is no shortage of doses in the country and the Government of India provides vaccines to every state. ""It is the job of states to provide vaccine doses at the vaccination centres in a time-bound manner with meticulous planning,"" Vardhan added. ","14 Apr 2021,Wednesday"
Ashutosh Rana tests COVID +ve a week after taking 1st vaccine dose,"Ashutosh Rana has tested positive for coronavirus. The actor, who received the first dose of the vaccine on April 6, took to social media on Tuesday to share the news. ""I've immediately moved in...direction of getting rid of this disorder,"" he wrote. Ashutosh also urged the people who recently came in his contact to get themselves tested for the virus.","14 Apr 2021,Wednesday"
Pause on J&J shots shows govt putting safety first: US Prez Biden,"US President Joe Biden said the ""pause"" on Johnson & Johnson COVID-19 vaccine shows that his administration is putting safety first. This will not affect the vaccine rollout and there is enough supply of Pfizer and Moderna vaccines for all Americans, he added. US health agencies recommended a pause after six people developed rare blood clots after receiving the vaccine.","14 Apr 2021,Wednesday"
India administers over 11 crore COVID-19 vaccine doses so far,"The cumulative number of COVID-19 vaccine doses administered in India has surpassed 11 crore-mark on the fourth day of the 'Tika Utsav', the Union Health Ministry said on Wednesday. Cumulatively, 11,11,79,578 vaccine doses have been administered through 16,53,488 sessions, as per the provisional report till 7 am today. Eight states account for 60.16% of the total doses given in India. ","14 Apr 2021,Wednesday"
320 doses of Covaxin stolen from govt hospital in Rajasthan,"As many as 320 doses of Covaxin has allegedly been stolen from a government hospital in Rajasthan's Jaipur. The health department has registered a case of theft, with CMO Narottam Sharma saying, ""We were shocked to see that 320 vaccine doses have gone missing from the hospital."" This comes days after CM Ashok Gehlot flagged vaccine shortage in the state.","14 Apr 2021,Wednesday"
First they ignore you...then you win: Rahul as govt fast-tracks foreign vaccines use,"Congress leader Rahul Gandhi on Wednesday took a dig at the Centre over its decision to fast-track approval for foreign-made COVID-19 vaccines. Gandhi tweeted, ""First they ignore you, then they laugh at you, then they fight you, then you win."" Notably, Gandhi had earlier written to Prime Minister Narendra Modi demanding that approval of vaccines should be fast-tracked.","14 Apr 2021,Wednesday"
Instead of 15L vaccine doses Centre sent 4L: Punjab Health Min,"Punjab Health Minister Balbir Singh Sidhu on Tuesday said the Centre sent only four lakh COVID-19 vaccine doses despite the state placing a request for 15 lakh doses. He said the four lakh doses will only be sufficient for vaccination till April 15. According to Sidhu, he had placed the request with Union Health Minister Harsh Vardhan during a meeting. ","14 Apr 2021,Wednesday"
"Lockdown, not vaccines behind drop in COVID-19 cases, deaths: UK PM","UK PM Boris Johnson has said that the rapid drop in COVID-19 deaths and cases in the country was largely due to a three-month lockdown, not the vaccination programme. ""As we unlock, the result will inevitably be that we'll see more infections and sadly we'll see more hospitalizations and deaths,"" he added. UK began to ease lockdown restrictions on Monday. ","14 Apr 2021,Wednesday"
